Sample;C12(ISTD) ;n-C9 ;"3-; 5-MeC10 ";n-C11 ;C11diene ;n-C13 ;n-C14 ;n-C17 ;n-C23 ;9-MeC23 ;7-MeC23 ;5-MeC23 ;C25alkene1 ;C25alkene2 ;n-C25 ;"13-; 15-MeC25 ";9-MeC25 ;5-MeC25 ;"9,13-; 9,15-DiMeC25 ";"7,9-; []-DiMeC25 ";"5,9-;[]-DiMeC25 ";n-C26 ;"10-; 9-; 8-MeC26 ";7-MeC26 ;6-MeC26 ;5-MeC26 ;4-MeC26 ;10,14-DiMeC26 ;C27alkene ;n-C27 ;"13-; 11-; 9-MeC27 ";7-MeC27 ;5-MeC27 ;"9,11-; []-DiMeC27 ";"7,11-; []-DiMeC27 ";3-MeC27 ;5,9-DiMeC27 ;"7,11,13-; 7,11,15-TriMeC27 ";n-C28 ;"3,7-; 3,9-DiMeC27 ";"16-; []-MeC28 ";8-MeC28 ;6-MeC28 ;5-MeC28 ;"10,12-; []-DiMeC28 ";"8,12-; []-DiMeC28 ";C29alkene1 ;C29alkene2 ;"4,8-;[]-DiMeC28 ";"6,10,14-; []-TriMeC28 ";n-C29 ;"4,10,14-; []-TriMeC28 ";"15-; 13-; 11-MeC29 ";9-MeC29 ;7Me-C29 ;5-MeC29 ;"11,13-; []-DiMeC29 ";"9,13-; []-DiMeC29 ";"7,11-; 7-13-DiMeC29 ";3-MeC29 ;"5,9-; []-DiMeC29 ";9,13,17-TriMeC29 ;"7,11,13-; 7,11,15-TriMeC29 ";"5,9,13-;[]-TriMeC29 ";"3,7-; []-DiMeC29 ";"5,9,11,13-; []-TetraMeC29 ";12-MeC30 ;8-MeC30 ;6-MeC30 ;12,14-DiMeC30 ;8,12-DiMeC30 ;"6,10-; []-DiMeC30 ";C31alkene ;"6,10,14-; []-TriMeC30 ";n-C31 ;"13-; 15-MeC31 ";"9-; 11-; 13-MeC31 ";7-MeC31 ;5-MeC31 ;"13,15-; []-DiMeC31 ";"9,13-; []-DiMeC31 ";"7,11-; []-DiMeC31 ";"5,9-; []-DiMeC31 ";"7,11,13-; []-TriMeC31 ";"5,9,13-; []-TriMeC31 ";"7,11,13,15-; []-TetraMeC31 ";"3,7-; []-DiMeC31 ";"3,7,11-; []-TriMeC31 ";8-MeC32 ;"3,7,11,15-; []-TetraMeC31 ";"6,10-; []-DiMeC32 ";"10,14,16-; []-TriMeC32 ";"4,12-; []-DiMeC32 ";"6,10,14-; []-TriMeC32 ";n-C33 ;"11-; []-MeC33 ";9-MeC33 ;7-MeC33 ;"13,17-; []-DiMeC33 ";"11,13-; []-DiMeC33 ";"9,11-; []-DiMeC33 ";"11,13,15-; []-TriMeC33 ";"5,9-; []-DiMeC33 ";"7,11,13-; []-TriMeC33 ";"3,11-; []-DiMeC33 ";"3,7-; 3,9-DiMeC33 ";"3,11,15-; []-TriMeC33 ";"3,7,11-; []-TriMeC33 ";C35diene ;"12,14-; []-DiMeC34 ";"6,10-; []-DiMeC34 ";"4,12-; 4,14-DiMeC34 ";"6,8,10-; []-TriMeC34 ";n-C35 ;"9,21-; 9,25-DiMeC35 ";"11-; []-MeC35 ";7-MeC35 ;"13,19-; []-DiMeC35 ";"11,23-; 11,25-DiMeC35 ";"7,11-; []-DiMeC35 + Hexadecanoic Ester ";"5,11-; []-DiMeC35 ";"7,11,15-; []-TriMeC35 ";"3,11-; []-DiMeC35 ";"3,7,11-; []-TriMeC35 "
Pc_Q_haplo_41_01.D;1177512986;38969752,29;13387585,59;1594338,592;33503587,52;21101462,21;24854673,04;10733819,74;100816522,5;54519742,83;7952558,067;71367688,09;14236002,42;2116057,508;344847897,4;226742565,6;136749743,9;293650604,1;334284106,6;169933313,2;211925582,9;223161045,8;719479311,4;2656538,274;79775143,81;13649604,7;2928331,867;221576841,8;224287729;1367074859;4280986153;538728861,9;67932045,27;100003949,8;27394180,01;20382024,48;215698889,3;161458545,8;89474928,82;283135179,2;780874859;248830839,7;180489650,8;41736139,76;302638817,9;84907565,44;231651050,2;11732537,83;98473651,43;54247563,63;461331022,8;54193060,43;735612058,5;105770064,1;225317116,4;59343873,32;153101051,6;95446481,73;73385017,39;16856786,06;39494272,08;85417686,87;254345798,2;248162454,4;171664763,1;132658858,3;324445295,2;85482415,94;86407508,17;274904887,2;91602211,14;56262065,99;57882294,88;92917497,93;109400426,3;272152635,6;78792684,82;298602380;59329685,25;113429489;118462434;112916977,6;206478778,9;296990495,8;60357611,84;106054994,2;125944313,8;205301366,6;95573114,46;89282361,7;33914177,54;84929443,64;129787161,6;117859873,1;37013575,02;519206139,5;8478801,633;169067077;153190227,2;121957254,3;94773498,82;69642286,43;81278328,34;208439858,2;148842146,3;152779896,5;149461691,1;242792307,6;0;321883004,7;25558354,07;4307636,225;16380358,09;20610321,64;24525942,84;155352162,4;20219391,95;63455035,09;190470022,3;19714850,86;24567419,12;14353974,4;14525300,65;21707137,39
Pc_M_pleo_24_02.D;1282519766;314714575,9;11131122,2;1488413,334;27145186;1153648,871;991495,2194;2619180,536;232535260,3;11997191,42;3428065,191;33004507,44;41478879,11;18309747,21;469901907,8;178929090,9;56289929,62;160712461,6;29568479,56;215377825,5;38728249,09;430939178,4;481701536,4;8051601,363;57342666,6;1404348,532;35229984,44;61173193,92;274767238,6;1229983999;1441836199;312901899,5;214296046,7;201815051,9;9466807,373;523921413;174104495,7;150410775,5;222873934,3;430237144,7;442505905,1;239097402,9;78644489,51;12669291,04;152651851,5;35283999,05;228053420,2;10633879,32;78079220,2;15268456,46;365831082,4;13903205,31;348086600,1;142919754,2;236597031,6;159563192,3;107915393,7;69647355,93;82288445,93;189225316,4;134822507,6;79780573,24;135648131,3;65543166,4;213617829,1;18779532,28;174536578,6;81677767,11;30502488,68;102507533,3;63767812,99;36042534,62;25300091,08;42658331,63;99753435,7;245086756,6;106087254,3;177076859,6;16933881,24;181659501,2;181825612,8;164474844,8;204977661,7;301187932;278308356,6;119353275,3;32253650,78;242461559,9;32360931,46;128473081;18159202,08;17339366,21;13448983,38;45949400,46;12470964,88;283936120,4;9273621,341;67306785,85;238067596,5;80689660,06;112759754,1;171241058,7;54420712,28;145486874;122456816,4;36287962,57;26338389,77;88281288,9;0;115638834,1;4730211,656;388918,314;2986734,663;865264,6352;2838573,46;61037002,43;0;27569293,25;72034881,23;6376365,306;8258688,494;4820800,336;7022511,826;5552256,667
Pc_W_haplo_1_03.D;1236290225;451522,2367;12915265,1;11268718,36;11847224;1139567,762;9122848,453;7176546,738;12489389,45;334611,475;0;387403,4461;1963419,604;389477,8437;61878668,56;700325,3782;6190302,84;14771168,58;2169054,051;1164177,753;3251338,2;52348113,67;82111052,32;1889610,97;2066707,488;2405738,07;0;4357607,008;14781169,12;564225129,7;597706437,1;391400145,5;143811023,2;112392076,2;35111691,77;39503194,75;82278343,73;56475912,51;67230048,99;35791281,16;80443432,26;202462439,3;40233220,65;5677248,337;12704798,21;3747679,003;43565644,31;0;5433945,953;0;421771828;0;151653605,5;241981550,6;218028769,2;99465885,98;57816771,03;48732466,79;44982220,78;46214215,47;39750972,37;27042824,12;64186665,97;94646728,02;24777248,07;9465648,521;18123854,86;39642955,52;6353948,098;22674495,55;18013972,68;3271533,9;3253643,453;5761832,959;242688353,5;160765670,8;57272436,41;217823727,2;45670520,62;78381476,15;78750895,87;96623753,75;178359326;216354558,2;94264324,15;49023131,82;17001369,77;42059423,59;39390628,57;97933060,81;0;7842030,416;5782475,171;2872335,948;288778972,1;98667038,1;7351562,404;200550019,4;149611433,9;78141062,37;45771817,6;113938684,9;63637399,25;78202036,85;49324162,36;46642809,87;3847965,978;15937498,89;0;12148744,03;0;;0;66434865,07;0;12514527,64;43159928,82;6925825,857;13299997,64;7492345,741;4396670,626;1019247,622;1262801,371;0
Pc_Q_pleo_73_04.D;1281858271;15917205,69;13578301,26;1527340,439;26308802,08;1283447,467;9510966,153;2230986,157;177845985,7;26296531,57;7197740,577;33794843,45;15542073,74;3710175,238;366971530,5;107703809,6;154019828,5;281836730,4;55331484,08;178250083,4;97516272,75;260488457,5;668408841,4;3484055,449;73482712,04;15571700,64;546184,1582;140852219,3;182518075,6;812867874,9;2502191282;331746674;66796543,52;123717441;82287639,36;230688394,7;339872494,1;213931806,5;59907450,3;455933432,5;677486863,2;233469459,3;162656715,5;42809451,86;187484513,5;94322410,03;197620048,4;16986259,65;63227581,93;41765316,23;271965974,3;15716312,87;576320422,3;230016883,3;202424554,1;117570693,8;123979673,2;56865506,61;101994737,8;87282676,99;145988855,5;40058171,27;206065949;246816487,8;194944799,5;50867463,99;221784747,5;248304712,6;88176762,95;121112027,1;134921244,6;81509561,41;43273641,7;82992769,98;132941537,5;399559045,4;116931853,2;176223507,4;38901493,01;149620386,8;87242230,05;168256812,9;170582775,3;273168854,9;161204723,9;101138086,2;90119691,27;298681349,7;87867765,12;150947886,2;44753868,99;36454480,51;59788608,44;115705522,1;30204475,85;410600090,2;11029981,08;128328845,6;281596379,1;144874087,5;131087896,3;111405791,2;49298962,66;191815275,2;252538689,3;108463022,8;125138077,7;278567161,8;0;259304418,5;8496853,345;13265317,28;19946424,84;2300441,053;23631338,83;132745377;20693241,25;32138470,59;95751077,73;38987203,02;24621988,28;24772005,16;13834877,29;31844737,4
Pc_W_haplo_41_02.D;1506059502;50580881,89;14881431,79;2945165,341;34878094,28;1181865,89;403001,577;4132596,105;19537249,11;79202,75947;;1272560,172;272483,7198;183394,2039;162039512,6;1533323,845;1660504,298;11447679,55;1498573,019;5285164,535;1094287,674;141314941,8;28583286,58;254923,8484;727690,4587;587093,1361;36849,07209;2338826,162;12665426,02;695283644,7;378058844,8;222409883,2;88111065,29;14123607,34;13984499,59;159959788;31787525,07;9226131,947;266374413,3;30263584,4;37235986,88;128823933,4;19030474,73;2777280,34;10501229,41;14093044,08;25407663,99;0;2185937,731;0;434284924,8;;141878780,9;152947884,1;165876509;135788473,1;21877871,79;22629959,46;31620668,58;135592787,9;29387747,27;6914459,272;11672090,05;86963178,04;18251188,29;1670375,617;12058175,23;43008432,99;10287388,2;7773551,505;14519796,63;1622170,63;637194,6419;1776477,646;199326265,3;124556646,1;38695550,95;190386627;34205772,33;42887746,99;93443732,59;55768317,22;83965638,65;109296171,7;68440488,84;11807858,73;2520980,458;38360496,89;25642330,06;31046813,91;962485,2327;2538686,959;2540426,501;1409983,435;111351276,1;72955625,33;5735362,944;139153726,7;93457676,57;27050585,75;36231039,55;52665623,51;38095162,56;37293644,38;20017873,77;27170723,26;1553909,525;10928906,2;0;6360972,972;0;0;0;9728404,877;;8084681,582;16172283,98;3180106,478;3656327,409;7875801,966;1444412,254;0;0;0
Pc_W_pleo_65_02.D;1692550712;7542396,238;16524141,51;17495818,95;18951013,31;3647132,274;8773360,405;5023821,334;9019288,281;274781,6873;;248900,5705;690487,1397;291106,7722;101134316,9;337048,3135;4176557,25;4572389,124;93066,85556;857856,5709;134199,0951;112797368,5;34384086,51;527987,0032;517009,6456;697590,4755;0;1936691,294;6808739,914;787781634,9;418940287,5;233925560,6;99388914,48;24773722,3;19509459,97;57434284,48;48778019,04;2180456,144;146010101,1;19800921,78;40768430,43;132047866,7;17240817,13;3895774,785;4430851,602;7151149,241;14254856,4;0;1039849,23;0;249975368,6;;134876050,6;203299478,7;143493510,8;147236803,2;10006658,66;20629871,23;30588150,98;91296164,99;50181830,87;2596241,423;3240136,295;139141349,5;18250421,47;0;8994421,674;31305739,32;11569527,12;6790706,316;10479508,86;4353862,715;269373,8564;0;289617896,3;167327690;69965472,05;204615340,4;63487320,02;29821285,54;80644987,66;79549290,72;89965478,83;97630591,28;142498768,1;1466180,592;3233366,77;43099989,7;43848931,51;19260582,49;3038086,023;1384826,256;3073726,537;1518349,358;345819382;113215298,7;28012359,42;194090721,5;142586878,5;42705353,59;68701868,42;90351603,09;57500441,17;46006827,73;79346416,36;48744676,65;2416822,833;21520033,28;0;8689922,956;0;1019587,169;0;134348453,6;0;14733431,85;64462346,62;9623335,779;1671985,863;24561891,13;6211278,868;961648,3236;3719503,635;0
Pc_Q_pleo_73_03.D;1342193816;30797197,59;8567316,802;2452061,061;30716504,61;9614858,404;12188064,08;3838152,486;44908610,89;25723540,77;3476013,512;36850479,61;4324668,178;958979,2296;195898788,4;142894275,1;74252256,21;222962408,3;110775723,3;70900348,4;109203087,5;199547793,3;619658697,1;5288912,7;51839760,69;12417497,95;439993,0104;127950723;181593926,5;1038234660;3584722638;509864689;63014414,75;119053268,1;16590896,62;122632983,3;200001863;209655884,2;98237627,71;263285331,5;673805331,9;287646432,4;124741756,4;29499893,72;251875188,4;67317224,63;235130181,4;11389903,8;56012880,29;44620891,73;319526425,9;36170376,56;595204935,9;162939825,6;206391838,5;88319785,48;172997813,6;49503853,64;88445389,94;11969568,29;41730233,17;184927496,8;241285379;184546453,6;128051385,4;127597870,9;222776402,5;158734682,1;55288584,41;182898018,3;93891577,16;88033041,06;86568585,18;68023330,88;93799722,12;234642162,3;56723350,4;177564690,8;35812992,88;100260143,6;87070734,49;135004616,8;288725747,6;309862988,8;45173475,18;73134044,53;87795722,39;231139319,8;79907520,94;192132549,5;28815375;75344186,18;62871064,92;98843462,75;37063119,92;382441237,6;3642627,547;157864455;199770552,1;109210760,8;77925268,34;52419045,35;54843414,74;133607650,1;87831105,09;122459074,3;125763225,4;196258555,4;79893707,06;291396671,2;21400292,67;4102201,274;12910626,48;17768040,32;18853405,23;87950856,08;25395738,35;51997408,22;166010016,7;13757700,64;34463613,67;12937186,05;11599632,27;11055193,72
Pc_W_haplo_41_03.D;1559811565;38447700,14;11771892,92;12047260,66;17759659,84;46535920,51;48729064,29;5842773,795;16100105,27;116201,3993;0;1342900,308;2720017,899;235182,7387;100097696,2;2951725,149;5906135,184;12239252,96;1613335,43;4359542,84;1595421,65;125305050,2;76006873,58;1295503;1083069,994;1695035,682;35572,29141;0;15279981,06;780622969,6;483433248,1;321181879,5;149941417,9;69755480,75;23569730,09;128265407,9;60653217,97;19177837,96;305299440,8;31780513,26;63595089,38;143248084,3;30806442,61;5963197,242;7578607,28;9400756,506;23791695,84;0;3506172,459;0;490645171,8;;146223558,8;224405430,6;176344589,1;144246622,1;36200702,52;33878937,01;42028152,75;99800609,76;39681676,54;7444060,52;13581214,61;120565017,7;24969210,78;1277728,191;12156716,85;58589217,27;16588918,72;10120641,78;23176681,5;3271772,614;489665,5221;2677151,109;273444071,2;132830281,6;68451581,59;220676616,4;62593853,57;49653598,73;82186578,24;73193914,17;131308589,6;143484901,5;114543723,2;20764362,52;6428697,534;36545342,05;58337845,48;28896664,2;1227911,334;24162771,73;4160342,076;1757292,603;247423906,1;63266318,34;13463519,73;197701406,2;137501113,2;44177792,72;45788779,53;92743886,2;57670168,95;49907653,19;51661829,56;61182673,23;3404031,245;17614467,51;0;25148769,99;0;114588,1648;0;68864999,02;;12354654,21;76317075,11;21779826,4;3680376,695;6983678,926;8245076,388;475260,1659;1490263,111;1018926,019
Pc_M_haplo_41_02.D;1439604516;46818271,98;8964583,91;2349158,38;33088468,4;991470,444;292572,1071;2002074,07;208272823,6;9636394,513;5889121,885;31958638,12;9531161,789;1718249,6;415549009,1;171248696,5;29139655,96;129642730,8;46430684,63;135942783,6;44395008,24;311705611;352145619,2;1538093,979;69421397,46;16036520,4;35169235,79;37801998,6;155743509,2;963045223,8;914768866,6;294514834,7;170672958,6;162781204,5;30825798,11;429804886,1;115080101,8;139139121,6;196594918,8;406537064,6;261767567,9;224209396,1;73027337,55;13753374,19;73327157,28;44936608,84;160432879,1;6393155,87;38121107,75;7460553,403;347647338,2;8659979,562;388759874,9;135515914,5;225573577,2;110592333,9;78679482,01;69120803,41;79358013,55;129383308,4;50884782,41;92313090,12;99881548,52;53292183,11;119236201,3;13790738,56;63456421,93;52026562,44;16204678,64;41424444,55;45935654,67;13413875,28;9819131,048;18101383,58;96420732,88;174905413,5;55172392,37;200266732,5;11871042,98;89073350,05;143961817;114538353,9;149754969,2;209320156,4;159924924,3;100313459,8;17924361,48;89588030,22;34120349,49;78002228,12;4407462,16;13779035,94;12955643,83;9875091,781;26611423,3;86525352,93;8263927,793;72715942,64;163128138,6;42090140,95;44411616,24;89729542,77;39013438,09;82234381,87;46342606,49;20045115,68;12761485,55;29791386,22;0;40747270,1;2355674,165;582079,3952;830838,8866;1956945,995;711141,2562;16386469,96;2671869,581;10539212,67;30145883,83;1416162,493;2756527,094;2340061,383;1970432,462;2121589,735
Pc_W_pleo_73_06.D;1902768809;22487328,87;17878484,06;2388787,743;20035963,51;2008603,771;2685208,514;4822854,431;30067055,85;1034182,29;0;2720175,572;1419410,329;222346,1136;120972376,3;10132075,45;22660073,87;63172623,86;2435563,002;15709637,39;8463520,431;75349636,3;188952991,4;907606,3138;1683351,604;2562771,666;0;14482983,54;62238826,12;398536864,9;724817286,3;377278761;172085401,9;127086809,9;51601317,68;211590854,1;196462158;54356539,66;122141884,2;157785781,2;153230955;230989374,5;23287727,14;6389150,968;35427469,14;31267415,27;90439882,21;0;18342197,42;0;247666869,4;1129818,553;203352800,9;150543097,9;204538491,3;144126035,5;31575050,35;53122247,11;67831637,78;100073874,9;97616674,27;14717330,91;36843731,85;94790979,23;52675969,54;9017540,497;36182046,76;67930011,69;17275809,64;22441218,22;45076816,36;12939133,31;4344236,573;16796277,35;103134386,4;237677110,1;63542636,83;142255524,1;16155706,44;55311316,5;128005871,6;126688126,2;156407251,7;188595869,3;129774891,7;27113221,52;14029359,28;81913961,41;28760345,7;82779858,96;5073777,444;4944230,819;6597979,201;19076339,88;12451310,22;109201237,8;6196355,595;34867457,8;126920792,7;85443636,49;55591933,64;52608559,34;29143279,22;69611485,33;49574433,83;22424645,16;9526552,99;57682855,65;0;47395522,11;1280772,532;556136,0236;1699069,343;3643284,004;0;19763267,9;1080937,712;4596540,728;30184533,56;3220755,059;1203792,442;1914576,599;2031721,167;1280067,282
Pc_W_haplo_41_05.D;2033471666;124998795,9;17162219,22;4388998,323;85740671,48;59646702,8;43960003,98;7038549,333;81305554,57;5335314,457;1861187,272;16124087,95;3763110,202;551448,9876;215992975,4;73048573,82;38040265,66;112812200,8;34858679,62;53722309,21;36708790,73;139431689,3;252403635,8;4169418,747;74227689,57;14320359,53;0;33926226,6;113203512,9;723983618,7;1376234556;292838769,6;207700211,9;315575097,6;139613052,9;229100071,6;183741694,8;251541264,3;215024764,4;170285995,9;371546884,3;237051596,6;118821822,6;16419443,02;140868946,3;31666101,64;159802267,6;55595626,83;31479957,37;13164389,42;453893247,4;21782867,02;368296832;164830871,6;179030631,8;125399088,5;71697188,61;61049589,88;67649690,55;26498575,88;147393310,3;144631052,9;191790047,1;201789243,5;119756544,5;38662927,21;54484932,01;180818983,1;44963966,88;113397201,9;94435613,18;38008516,76;14643628,32;65047602,07;140908723,4;258786973,3;58999036,82;223484482;9573035,13;175622554,6;104709121,3;131790204,7;231920466,5;267291951;200012747,9;101411713,3;89558794,69;166475058,1;84038725,03;229017789,5;24529885,57;49729908,12;25547787,6;85157009,82;124162699,7;249685968,3;8874755,494;164183036,3;235194196,3;87143365,57;97425340,28;175669609,7;69226910,89;178411844,2;164314803,6;110094799,6;14912069,38;98452020;0;158372268,5;6155390,48;2080073,671;4729528,403;27993557,86;5388608,688;75089354,77;46087682,29;37820384,11;72596164,15;17105049,51;20334040,42;5805923,499;5487385,341;12005639,66
Pc_W_haplo_3_04.D;2344124026;44504783,34;17901152,4;5271800,422;67864551,37;9328213,004;5585424,863;1647213,581;7931634,403;70453,66985;0;692686,8832;136235,655;127974,2022;58276319,17;2135162,532;3715088,973;14622043,66;1486011,846;2187721,279;2550365,29;100068073,4;67596559,37;566626,0325;2560942,672;1619226,326;61705,98604;4351830,566;14277092,4;848928532,2;661393626,1;420664190;134360029,9;105976935,8;38451153,93;61338289,81;64383221,74;42183891,71;292867837;24150078,24;62759649,14;176215926,9;37209220,65;5461797,452;20076087,36;22402872,37;44262785,75;5181937,121;4836583,84;0;566819460;;191241069,5;113406472,9;204594480,7;161596801,7;59266815,92;53056933,47;39714216,46;79280015,89;50553937,08;19870644,79;32821025,81;154512738,6;23189352,83;5138310,475;11923458,81;56631806,6;20043067,6;20759704,36;19774270,74;3954386,794;1669656,255;3500529,22;340609816,8;149764330,4;103380299,5;268904230,4;54924801,43;76631415,42;88527563,49;83231714,31;186047259,5;194228667,1;126164499,7;40844797,11;11993507,47;28680424,33;97958536,97;81865227;2273408,836;6652498,366;9773403,319;7894008,573;319560245,5;74422276,56;12438252,9;198662096,9;142953819,5;55036624,91;51734856,59;122235421,9;73373226,91;94372640,05;74102576,74;73504189,41;2859395,344;24048349,59;0;18055037,41;859836,0959;;0;114140516,6;;10213828,08;108887424;22863569,34;0;9797109,048;13961476,24;2608921,04;4042303,419;1936746,074
Pc_M_haplo_41_04.D;1619635534;77244613,38;12193650,03;2251665,605;34099588,3;831277,3245;197472,5073;1703268,931;191062497;6340737,451;1043333,409;14146259,49;4075802,256;939838,5834;323391677,1;115518120;46498117,73;92307561,6;24034478,71;139000985,9;17982759,63;193866949,6;232178154,5;889015,5685;2709555,089;9828744,739;18636127,12;19817202,63;119340145,2;717686233,6;781622199,4;442848752,7;166813090,5;141676631,4;26546822,02;442331755,2;111235075,9;85349105,72;93449035,17;318257971,7;149854157,3;188240056;55755445,98;4602798,376;43951338,09;20275222,65;135091641,4;1217896,71;18674665,78;3945443,119;273798465,5;7119799,462;281722476,7;163362073,6;221224356;88264089,41;55855197,69;51834597,08;58167792,45;147134592,1;45846558,51;63662360,74;80181362,42;82686879,48;131598959,7;9691420,403;55815615,37;58635209,38;11345419,23;27404222,99;25699548,41;8461257,124;16793537,15;12815350,73;59659840,7;197660291,3;74765741,23;179833635,9;13151307,02;81471896,68;147172566,7;98604153,02;191242840,5;204653473,4;82983903,85;71877411,59;13479100,92;94976870;24136260,95;77728093,35;2411372,928;12484475,5;10998951,47;11774394,46;16048180,74;87023086,48;7475040,351;53707367,74;142919020,5;35574134,34;33844025,15;67367743,96;25084131,12;67673778,71;33964354,8;18460435,59;10409119,36;33501664,71;0;31863966,43;1781983,829;0;465825,441;1561989,662;0;12676578,65;1618865,011;9310209,613;18110961,44;623861,1876;0;2569006,433;1239217,102;1242113,127
Pc_Q_pleo_73_05.D;1768946071;16417995,04;12098426,91;2215639,336;40957714,93;1237258,201;3208580,453;2692644,635;161808369,5;20644887,86;5749777,606;14602135,57;35003141;5455146,575;257518445,9;66711732,29;60984509,21;195655172,8;11310051,07;92614862,86;54298626,6;121846664,9;467600428,5;3417564,753;137629104,7;32957606,95;297054,968;60631815,07;125657798,9;563886226,9;1407412867;206018739,2;81042165,51;327152741,2;141250807,3;168284896,3;273590310,5;173629742,6;96507533,14;345199271,5;386505112,6;251972110,8;118027204;25412874,6;108367894,8;65008044,51;211002817,6;12624501,02;34567099,73;30110548,39;275397541,6;16535901,38;498866187,1;176389469,7;153841826,2;120719865,3;54054050,24;66709686,48;86520631,72;105394791,1;147674344,5;40891888,72;145310921,6;140743528,8;138486614,1;33672229,17;129930481,4;208830912,6;48112396,86;74483272,24;91410380,9;49470387,38;40525092,5;64470338,51;131174279,2;280468867,7;98330029,94;167484640,3;42198018,12;132949450,4;76666830,83;154430214,9;184056979,4;262475825,7;157095429,4;61638301,22;72706582;200375178,5;71951415,45;104851504,5;28741170,28;25469226,96;49299053,43;56677401,59;21903673,31;276173224,8;9368610,064;108530888,6;223268717,1;162542785,8;125126670;103354117,5;41088961,29;175193904,8;131616913,2;89807239,34;76282051,54;168448996,8;0;151960600;5596781,604;4840838,053;9227421,404;;9222360,443;8523956,832;11853468,12;17954069,33;61772099,75;21441952,68;10240091,14;9367804,593;9327126,689;8193049,034
Pc_M_haplo_41_05.D;1879751067;28590584,61;15622783,11;4933298,917;49080368,34;1006991,061;176092,8725;1773799,443;139592350;5420156,968;3849031,708;27160551,71;3410506,382;1380493,174;363620388,4;50132758,9;22499229,18;119771467,4;36933697,44;88873928,8;25916572,94;246224793,2;379015838,1;5922935,715;10250535,24;19233257,01;31563958,74;33602783,8;120244907,5;984695223,6;882578340;300349511,4;208961968,2;149479757,2;38709307,87;390684428,2;128085122,6;151514412,4;291096153,9;220270347,3;206780780,8;254353552;100361546,2;17474458,12;67638862,23;36997675,78;122621400,5;4750662,808;28159287,62;3975725,211;340683402;6560222,848;289215932,2;157775503,6;215717062;137672225,3;69137389,78;54393828,99;56441806,53;130087951,9;103388699,1;104812001,3;216641127,3;54845371,4;103562786,6;12058041,85;70046148,36;51823704,52;15760656,03;43449427,82;47218442,86;5587756,455;8076409,877;28613008,7;99425494,3;192356172,1;81828616,81;163209656,3;24337317,12;70712899,46;153343846,5;121047899,4;128926832,1;230572831,4;100755892,9;100501854,6;23706590,93;87298656,06;41064284,37;96157299,87;3529160,13;15454070,23;12874338,61;17315108,65;34756832,02;90802707,03;5008429,116;98972495,62;160160954,1;50884526,62;53618286,9;116157772;43869919,61;99281218,86;50062753,67;36786745,76;14378138,32;40390199,46;0;53062815,71;2855902,005;525729,0062;691630,5018;3281835,916;2575154,243;22066767,72;6108629,158;12450546,52;32406989,59;2404444,116;7508780,756;6543755,127;3272451,665;2170455,16
Pc_W_haplo_1_05.D;1326797549;2750496,998;747689,1787;1435005,352;29274085,76;1178190,477;1159547,661;5245137,391;5890588,751;54594,79316;0;138666,3756;2069233,131;599159,9995;15721362,02;228077,6069;1258053,883;6584258,82;549882,842;491407,8242;971809,0491;19551699,49;34771837,95;123951,9531;397570,5834;140256,154;0;550525,1825;5302268,911;458566701,1;385971776,9;244948319,4;80947495,87;24778000,06;23729917,16;22600084,11;31024467,13;17195619,03;179273087,7;13305887,58;23722042,75;153197728;30927388,92;2671779,417;10010247,29;0;22496994,05;3797930,276;2031105,137;0;326262902,2;0;159275490,8;172670709,2;153734651,7;92259246,81;31766506,7;34317646,88;47982351,48;22704782,99;46235976,08;34105424,34;36789431,87;68980876,77;18567709,24;3904603,284;15249494,62;41061070,19;8274526,103;14545128,52;31229749,36;4093352,492;1027053,67;6792667,797;173724170,6;140141524,9;74046544,49;191945516,1;33452050,36;84448280,28;79245161,44;82005054,64;106344855,3;169245598,8;84399423,01;56939808,75;12387318;39972999,6;59258367,42;83512934,61;1806580,055;12270796,48;4468821,663;4401586,062;132070459,4;51422472,59;2301915,609;147992352,6;128210243,7;43618031,87;39705039,72;86125214,85;37644484,76;63026027,54;32234162,24;35936729,73;3227121,692;23340079,48;0;22922692,09;0;0;0;16174642,89;0;5060419,539;25919778,06;7556162,86;4314872,465;0;3082730,708;1197920,657;0;0
